source_id,query_id,source_type,search_platform,original_title,english_working_title,author_or_institution,year,doi,stable_url,publisher_or_host,language,document_type,study_area,population_group,core_topic,method_or_data_type,verified_status,overlap_category,matrix_destination,translation_needed,manual_check_needed,notes
R02_CINII_001,R02-Q01,academic_metadata,CiNii Research OpenSearch,公的住宅団地における高学歴技術職の中国籍住民の居住実態と地域との関わりに関する研究 : 首都圏2団地の住民インタビュー調査から,,王 爽; 藤井 さやか,2021,NA,https://cir.nii.ac.jp/crid/1520574047068685952,東京 : 日本生活学会,ja,Article,Tokyo/Japan,Chinese residents,chinese;housing;japan;tokyo,NA,partial,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;housing;japan;tokyo; manual verification required
R02_CINII_002,R02-Q01,academic_metadata,CiNii Research OpenSearch,東アジアにおける近代都市空間の生成過程と日本的社会＝空間構造の影響に関する研究,,濱 定史; 延 圭憲; 翁 意軒; 砂川 晴彦; 伊藤 裕久; 栢木 まどか; 箕浦 永子,NA,NA,https://cir.nii.ac.jp/crid/1040000781846544128,,ja,Project,Japan,,japan;spatial_method,spatial_method,partial,D_method_support_candidate,literature_matrix.csv (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=japan;spatial_method; manual verification required
R02_CINII_003,R02-Q01,academic_metadata,CiNii Research OpenSearch,ハンガリー,,加賀美 雅弘; コヴァーチュ ゾルターン,2009,10.14866/ajg.2009s.0.44.0;,https://cir.nii.ac.jp/crid/1390001205693098624,公益社団法人 日本地理学会,ja,Article,Japan,,japan,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=japan; manual verification required
R02_CINII_004,R02-Q01,academic_metadata,CiNii Research OpenSearch,"訓令・通達・回答(5273)永住者の資格で日本に居住する中国人夫婦が妻の兄夫婦の嫡出子を養子とする創設的縁組届出について,養親となる夫婦は中華人民共和国養子縁組法第7条第2項における華僑であると認められるが,妻の兄の子は姻族であることから,同法第7条第1項及び第2項の「3代以内の同輩の傍系血族の子を養子とするとき」に該当しないため養子縁組をすることはできないとされた事例(平成22年6月23日付け法務省民一第1540号民事局民事第一課長回答)",,,2010,NA,https://cir.nii.ac.jp/crid/1523951029617355392,東京 : テイハン,ja,Article,Tokyo/Japan,Chinese residents,chinese;housing;japan;tokyo,NA,partial,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;housing;japan;tokyo; manual verification required
R02_CINII_005,R02-Q01,academic_metadata,CiNii Research OpenSearch,住宅制度改革以降の中国の人口移動と地域構造 : 不動産価格と社会的諸要因に注目したフィールド調査,,"阿部, 康久; 桑, 雯月; 楊, 楠; 高, 寧",NA,NA,https://cir.nii.ac.jp/crid/2120870839902913024,,ja,OtherWorks,,Chinese residents,chinese;housing,NA,partial,E_background_candidate,background (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;housing; manual verification required
R02_CINII_006,R02-Q01,academic_metadata,CiNii Research OpenSearch,東京における外国人自営業者層の形成と地域社会変客,,田嶋 淳子,NA,NA,https://cir.nii.ac.jp/crid/1040282256623986432,,ja,Project,Tokyo/Japan,foreign residents,foreign_resident;tokyo,NA,partial,E_background_candidate,background (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=foreign_resident;tokyo; manual verification required
R02_CINII_007,R02-Q01,academic_metadata,CiNii Research OpenSearch,東南アジア地方都市社会における「文化複合」の研究,,青木 保; 永渕 康之; 梶原 景昭; 友杉 孝,NA,NA,https://cir.nii.ac.jp/crid/1040000770874367744,,ja,Project,,,none,NA,partial,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=none; manual verification required
R02_CINII_008,R02-Q01,academic_metadata,CiNii Research OpenSearch,独立後インドネシアの住民区分過程における、華人の法的・社会的地位の変遷,,松村 智雄,NA,NA,https://cir.nii.ac.jp/crid/1040000782488530304,,ja,Project,,Chinese residents,chinese,NA,partial,E_background_candidate,background (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese; manual verification required
R02_CINII_009,R02-Q01,academic_metadata,CiNii Research OpenSearch,ムスリム支配期・英領期における南アジアの都市形成,,柳澤 悠; 柳沢 悠; AMELENDU De; 麻田 豊; 臼田 雅之; 佐藤 宏; 辛島 昇; DE Amelendu,NA,NA,https://cir.nii.ac.jp/crid/1040282257342505984,,ja,Project,,,none,NA,partial,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=none; manual verification required
R02_CINII_010,R02-Q01,academic_metadata,CiNii Research OpenSearch,ニューヨーク市ブルックリン北部におけるジェントリフィケーションと地誌学習,,藤塚 吉浩,2021,10.14866/ajg.2021s.0_157;,https://cir.nii.ac.jp/crid/1390850475730582400,公益社団法人 日本地理学会,ja,Article,Japan,,japan,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=japan; manual verification required
R02_CINII_011,R02-Q01,academic_metadata,CiNii Research OpenSearch,パーソナルネットワークと社会意識に関する研究,,"伊藤, 泰郎",2019,10.14990/00003432;,https://cir.nii.ac.jp/crid/1910583860673687168,甲南大学,ja,Dissertation,,,none,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=none; manual verification required
R02_CINII_012,R02-Q02,academic_metadata,CiNii Research OpenSearch,横浜居留地における中国人集住地区の空間構造--Directoryの分析から,,乙部 純子,2005,NA,https://cir.nii.ac.jp/crid/1521417755626658944,東京 : 日本華僑華人学会,ja,Article,Tokyo/Japan,Chinese residents,chinese;japan;spatial_method;segregation;tokyo,spatial_method,partial,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;japan;spatial_method;segregation;tokyo; manual verification required
R02_CINII_013,R02-Q02,academic_metadata,CiNii Research OpenSearch,ソロモン諸島初訪問記――ホニアラの中国人集住地とチャイナタウンを歩く,,河合 洋尚,2024,NA,https://cir.nii.ac.jp/crid/1010025255202343169,海域アジア・オセアニアNEWSLETTER,ja,Article,,Chinese residents,chinese;segregation,NA,partial,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;segregation; manual verification required
R02_CINII_014,R02-Q02,academic_metadata,CiNii Research OpenSearch,住宅新局面 都心周辺部の新築一戸建住宅で進行する中国人の集住化 : 大阪市浪速区の事例,,朱 澤川,2021,NA,https://cir.nii.ac.jp/crid/1521417756215550208,東京 : 日本住宅会議,ja,Article,Tokyo/Japan,Chinese residents,chinese;housing;japan;segregation;tokyo,NA,partial,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;housing;japan;segregation;tokyo; manual verification required
R02_CINII_015,R02-Q02,academic_metadata,CiNii Research OpenSearch,東京圏における中国人集住地域における中国人人口,,,NA,NA,https://cir.nii.ac.jp/crid/2010870916408683008,,ja,Dataset,Tokyo/Japan,Chinese residents,chinese;segregation;tokyo,NA,partial,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;segregation;tokyo; manual verification required
R02_CINII_016,R02-Q02,academic_metadata,CiNii Research OpenSearch,近代日本における中国人労働者の地域的展開と排除に関する研究,,"阿部, 康久",2001,10.11501/3181170;,https://cir.nii.ac.jp/crid/1910302385714185856,名古屋大学,ja,Dissertation,Japan,Chinese residents,chinese;japan,NA,unverified,E_background_candidate,background (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;japan; manual verification required
R02_CINII_017,R02-Q02,academic_metadata,CiNii Research OpenSearch,ある中国人集住地域において同和教育と在日朝鮮人教育が果たした役割について,,鍛治 致,2011,NA,https://cir.nii.ac.jp/crid/1523106603357349504,東京 : 明治図書出版,ja,Article,Tokyo/Japan,Chinese residents,chinese;segregation;service;tokyo,NA,partial,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;segregation;service;tokyo; manual verification required
R02_CINII_018,R02-Q02,academic_metadata,CiNii Research OpenSearch,西川口チャイナタウンの形成要因に関する研究 : 東京圏における中国人集住地域に着目して : 奨励賞受賞論文,,高松 宏弥,2020,NA,https://cir.nii.ac.jp/crid/1520859447979354112,名古屋 : 国際公共経済学会,ja,Article,Tokyo/Japan,Chinese residents,chinese;segregation;tokyo,NA,partial,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;segregation;tokyo; manual verification required
R02_CINII_019,R02-Q02,academic_metadata,CiNii Research OpenSearch,昭和初期の東京とその周辺地域における中国人労働者の排除と集住地区の衰退,,阿部 康久,2000,10.4157/grj1984a.73.9_694;,https://cir.nii.ac.jp/crid/1390001205424271360,公益社団法人 日本地理学会,ja,Article,Tokyo/Japan,Chinese residents,chinese;japan;segregation;tokyo,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;japan;segregation;tokyo; manual verification required
R02_CINII_020,R02-Q02,academic_metadata,CiNii Research OpenSearch,<b>東京大都市圏における若年中国人移住の動機と社会関係構築の様相</b>,,宋 弘揚,2019,10.14866/ajg.2019s.0_52;,https://cir.nii.ac.jp/crid/1390845713072784256,公益社団法人 日本地理学会,ja,Article,Tokyo/Japan,Chinese residents,chinese;japan;tokyo,NA,unverified,E_background_candidate,background (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;japan;tokyo; manual verification required
R02_CINII_021,R02-Q02,academic_metadata,CiNii Research OpenSearch,在日中国人分布の推移からみる華人社会の変容,,翁 康健,2023,10.14943/rjgshhs.22.l169;,https://cir.nii.ac.jp/crid/1390013629439451520,北海道大学大学院文学院,ja,Article,,Chinese residents,chinese;segregation,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;segregation; manual verification required
R02_CINII_022,R02-Q02,academic_metadata,CiNii Research OpenSearch,東京大都市圏における中国人ホワイトカラー層の住宅の購入動機と選好パターン──インタビュー調査を用いて──,,張 耀丹,2020,10.4157/grj.93.1;,https://cir.nii.ac.jp/crid/1390576656686786176,公益社団法人 日本地理学会,ja,Article,Tokyo/Japan,Chinese residents,chinese;housing;japan;tokyo,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;housing;japan;tokyo; manual verification required
R02_CINII_023,R02-Q02,academic_metadata,CiNii Research OpenSearch,中国帰国者の適応と共生に関する総合的研究,,蘭 信三; 倉石 一郎; 山本 かほり; 高野 和良; 大久保 明男; 蘭 由岐子; 石河 久美子,NA,NA,https://cir.nii.ac.jp/crid/1040000781758563968,,ja,Project,,Chinese residents,chinese,NA,partial,E_background_candidate,background (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese; manual verification required
R02_CINII_024,R02-Q02,academic_metadata,CiNii Research OpenSearch,共生社会への取り組みに関する研究 : 埼玉県川口市芝園団地での実地調査から,,"伊藤, 佳穂",2021,NA,https://cir.nii.ac.jp/crid/1050851275423271936,東京女子大学言語文化研究会,ja,Article,Tokyo/Japan,,tokyo,NA,partial,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=tokyo; manual verification required
R02_CINII_025,R02-Q02,academic_metadata,CiNii Research OpenSearch,コリアタウンにおける朝鮮族の流入および韓国出身者との関係,,申 知燕; 李 永閔,2016,10.14866/ajg.2016s.0_100200;,https://cir.nii.ac.jp/crid/1390282680672140672,公益社団法人 日本地理学会,ja,Article,Japan,,japan,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=japan; manual verification required
R02_CINII_026,R02-Q02,academic_metadata,CiNii Research OpenSearch,JR西川口駅周辺におけるエスニック・タウンのCOVID-19による空間変容,,野村 侑平,2023,10.14866/ajg.2023a.0_75,https://cir.nii.ac.jp/crid/1390016128781687040,公益社団法人 日本地理学会,ja,Article,Japan,,japan;spatial_method;segregation;transit,spatial_method,unverified,D_method_support_candidate,literature_matrix.csv (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=japan;spatial_method;segregation;transit; manual verification required
R02_CINII_027,R02-Q04,academic_metadata,CiNii Research OpenSearch,マニラの中国人移民社会の変容と中国系メスティーソの興隆、1750年-1820年-スペイン領インディアスの中のフィリピン植民地社会経済史-,,菅谷 成子,NA,NA,https://cir.nii.ac.jp/crid/1040282256641216896,,ja,Project,,Chinese residents,chinese;foreign_resident,NA,partial,E_background_candidate,background (pending verification),yes,yes,CiNii metadata-only triage round02; group=QG-A; concepts=chinese;foreign_resident; manual verification required
